,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,t_date,open,adj_close,intraday_return
1796,RTNINDIA,Record Date,08092022182233,https://nsearchives.nseindia.com/corporate/RTNINDIA_08092022182233_REL.pdf,RattanIndia Enterprises Limited,INE834M01019,2022-09-08 18:22:33,2022-09-08 18:22:33,,,,RattanIndia Enterprises Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,08-Sep-2022 18:22:52,00:00:19,2022-09-09 18:22:33,54.45,52.1,-4.315886134067955
1797,RTNPOWER,Record Date,08092022181736,https://nsearchives.nseindia.com/corporate/RTNPOWER_08092022181736_RPL.pdf,RattanIndia Power Limited,INE399K01017,2022-09-08 18:17:36,2022-09-08 18:17:36,,,,RattanIndia Power Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,08-Sep-2022 18:17:45,00:00:09,2022-09-09 18:17:36,5.35,5.15,-3.738317757009333
1798,INDOWIND,Record Date,08092022173227,https://nsearchives.nseindia.com/corporate/INDOWIND_08092022173227_BKINDOWINDTU.pdf,Indowind Energy Limited,INE227G01018,2022-09-08 17:32:27,2022-09-08 17:32:27,,Power,,Indowind Energy Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,08-Sep-2022 17:32:31,00:00:04,2022-09-09 17:32:27,16.8,15.9,-5.3571428571428585
1799,RICOAUTO,Record Date,08092022171136,https://nsearchives.nseindia.com/corporate/RICOAUTO_08092022171136_BookClosureNSE.pdf,Rico Auto Industries Limited,INE209B01025,2022-09-08 17:11:36,2022-09-08 17:11:36,,Auto Ancillaries,,Rico Auto Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,08-Sep-2022 17:11:41,00:00:05,2022-09-09 17:11:36,58.4,55.65,-4.708904109589041
1800,BAJAJHCARE,Record Date,08092022153803,https://nsearchives.nseindia.com/corporate/BAJAJHCARE_08092022153803_Finalrecorddate_29AGM.pdf,Bajaj Healthcare Limited,INE411U01027,2022-09-08 15:38:03,2022-09-08 15:38:03,,,,Bajaj Healthcare Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,08-Sep-2022 15:38:11,00:00:08,2022-09-09 15:38:03,390.65,383.3,-1.8814795853065318
1801,KRIDHANINF,Record Date,08092022153618,https://nsearchives.nseindia.com/corporate/KRIDHANINF_08092022153618_Bookclosureintimation.pdf,Kridhan Infra Limited,INE524L01026,2022-09-08 15:36:18,2022-09-08 15:36:18,,,,Kridhan Infra Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,08-Sep-2022 15:36:21,00:00:03,2022-09-09 15:36:18,4.5,4.3,-4.444444444444448
1802,ASHAPURMIN,Record Date,08092022153327,https://nsearchives.nseindia.com/corporate/ASHAPURMIN_08092022153327_AGM_Intimation_Stock_Exch_2022_DSC.pdf,Ashapura Minechem Limited,INE348A01023,2022-09-08 15:33:27,2022-09-08 15:33:27,,Mining,,"Ashapura Minechem Limited has informed the Exchange that Record date for the purpose of Dividend, if declared at the AGM",,,,08-Sep-2022 15:33:29,00:00:02,2022-09-09 15:33:27,104.5,96.94,-7.2344497607655525
1804,GENCON,Record Date,08092022005933,https://nsearchives.nseindia.com/corporate/GENCON_08092022005933_RecordDate.pdf,Generic Engineering Construction and Projects Limited,INE854S01022,2022-09-08 00:59:33,2022-09-08 00:59:33,,,,Generic Engineering Construction and Projects Limited has informed the Exchange that Record date for the purpose of Dividend  is .,,,,08-Sep-2022 00:59:36,00:00:03,2022-09-08 00:59:33,31.65,31.27,-1.2006319115323825
1805,TEXMOPIPES,Record Date,07092022235342,https://nsearchives.nseindia.com/corporate/TEXMOPIPES_07092022235342_SESubmissionofAGMNoticeBookClosureandRecordDate.pdf,Texmo Pipes and Products Limited,INE141K01013,2022-09-07 23:53:42,2022-09-07 23:53:42,,Plastic And Plastic Products,,Texmo Pipes and Products Limited has informed the Exchange that Record date for the purpose of Meeting  is 22-Sep-2022.,,,,07-Sep-2022 23:53:46,00:00:04,2022-09-08 23:53:42,66.0,64.15,-2.8030303030302943
1806,AXITA,Record Date,07092022195006,https://nsearchives.nseindia.com/corporate/AXITA_07092022195006_RECORDDATEDD.pdf,Axita Cotton Limited,INE02EZ01014,2022-09-07 19:50:06,2022-09-07 19:50:06,,,,Axita Cotton Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Sep-2022.,,,,07-Sep-2022 19:50:10,00:00:04,2022-09-08 19:50:06,23.75,23.32,-1.8105263157894724
1807,MCL,Record Date,07092022185318,https://nsearchives.nseindia.com/corporate/MCL_07092022185318_Bookclosure.pdf,Madhav Copper Limited,INE813V01014,2022-09-07 18:53:18,2022-09-07 18:53:18,,,,Madhav Copper Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,07-Sep-2022 18:53:20,00:00:02,2022-09-08 18:53:18,29.2,28.95,-0.8561643835616438
1808,ASHAPURMIN,Record Date,07092022182130,https://nsearchives.nseindia.com/corporate/ASHAPURMIN_07092022182130_Record_Date_Dividend.pdf,Ashapura Minechem Limited,INE348A01023,2022-09-07 18:21:30,2022-09-07 18:21:30,,Mining,,"Ashapura Minechem Limited has informed the Exchange that Record date for the purpose of Dividend, if declared.",,,,07-Sep-2022 18:21:38,00:00:08,2022-09-08 18:21:30,105.55,102.76,-2.643297015632394
1809,NLCINDIA,Record Date,07092022180515,https://nsearchives.nseindia.com/corporate/NLCINDIA_07092022180515_seagmnotice.pdf,NLC India Limited,INE589A01014,2022-09-07 18:05:15,2022-09-07 18:05:15,,,,NLC India Limited has informed the Exchange that Record date for the purpose of DI  is 22-Sep-2022.,,,,07-Sep-2022 18:05:18,00:00:03,2022-09-08 18:05:15,82.5,76.71,-7.0181818181818265
1810,DIAPOWER,Record Date,07092022174545,https://nsearchives.nseindia.com/corporate/DIAPOWER_07092022174545_Attachment.pdf,Diamond Power Infra Ltd,INE989C01012,2022-09-07 17:45:45,2022-09-07 17:45:45,,Cables - Power,,Diamond Power Infra Ltd has informed the Exchange that Record date for the purpose of Reduction in Capital  is 14-Sep-2022.,,,,07-Sep-2022 17:45:48,00:00:03,2022-09-08 17:45:45,0.0,0.0,0.0
1811,MCL,Record Date,07092022170108,https://nsearchives.nseindia.com/corporate/MCL_07092022170108_Bookclosure.pdf,Madhav Copper Limited,INE813V01014,2022-09-07 17:01:08,2022-09-07 17:01:08,,,,Madhav Copper Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,07-Sep-2022 17:01:20,00:00:12,2022-09-08 17:01:08,29.2,28.95,-0.8561643835616438
1812,PIGL,Record Date,07092022165815,https://nsearchives.nseindia.com/corporate/PIGL_07092022165815_RecordDate.pdf,Power & Instrumentation (Gujarat) Limited,INE557Z01018,2022-09-07 16:58:15,2022-09-07 16:58:15,,,,Power & Instrumentation (Gujarat) Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,07-Sep-2022 16:58:18,00:00:03,2022-09-08 16:58:15,43.0,41.2,-4.1860465116279
1813,BECTORFOOD,Record Date,07092022153924,https://nsearchives.nseindia.com/corporate/BECTORFOOD_07092022153924_1_Intimation_for_AGM_Cut_off_Date_Merged.pdf,Mrs. Bectors Food Specialities Limited,INE495P01012,2022-09-07 15:39:24,2022-09-07 15:39:24,,,,Mrs. Bectors Food Specialities Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,07-Sep-2022 15:39:32,00:00:08,2022-09-08 15:39:24,382.0,372.64,-2.4502617801047157
1820,ACCURACY,Record Date,06092022222054,https://nsearchives.nseindia.com/corporate/ACCURACY_06092022222054_intimationofAgmrecorddate.pdf,Accuracy Shipping Limited,INE648Z01015,2022-09-06 22:20:54,2022-09-06 22:20:54,,,,Accuracy Shipping Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,06-Sep-2022 22:20:57,00:00:03,2022-09-07 22:20:54,20.1,20.2,0.4975124378109346
1821,REMSONSIND,Record Date,06092022195200,https://nsearchives.nseindia.com/corporate/REMSONSIND_06092022195200_42BC.pdf,Remsons Industries Limited,INE474C01015,2022-09-06 19:52:00,2022-09-06 19:52:00,,Auto Ancillaries,,Remsons Industries Limited has informed the Exchange that Record date for the purpose of Meeting  is 21-Sep-2022.,,,,06-Sep-2022 19:52:05,00:00:05,2022-09-07 19:52:00,219.05,217.8,-0.570645971239443
1822,DIAPOWER,Record Date,06092022192749,https://nsearchives.nseindia.com/corporate/DIAPOWER_06092022192748_Finalattachment.pdf,Diamond Power Infra Ltd,INE989C01012,2022-09-06 19:27:49,2022-09-06 19:27:49,,Cables - Power,,Diamond Power Infra Ltd has informed the Exchange that Record date for the purpose of Reduction in Capital  is 14-Sep-2022.,,,,06-Sep-2022 19:27:53,00:00:04,2022-09-07 19:27:49,0.0,0.0,0.0
1823,BCG,Record Date,06092022190627,https://nsearchives.nseindia.com/corporate/BCG_06092022190627_BM_Outcome_06092022.pdf,Brightcom Group Limited,INE425B01027,2022-09-06 19:06:27,2022-09-06 19:06:27,,,,Brightcom Group Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,06-Sep-2022 19:06:29,00:00:02,2022-09-07 19:06:27,38.75,40.38,4.2064516129032326
1824,SANDESH,Record Date,06092022181112,https://nsearchives.nseindia.com/corporate/SANDESH_06092022181112_NSERecordDateSigned.pdf,The Sandesh Limited,INE583B01015,2022-09-06 18:11:12,2022-09-06 18:11:12,,Printing And Publishing,,"The Sandesh Limited has informed the Exchange that Record date for the purpose of Annual General Meeting is September 17, 2022.",,,,06-Sep-2022 18:11:19,00:00:07,2022-09-07 18:11:12,780.65,776.23,-0.5661948376352987
1825,HPL,Record Date,06092022180109,https://nsearchives.nseindia.com/corporate/HPL_06092022180109_HPLANNUALREPORT2022.pdf,HPL Electric & Power Limited,INE495S01016,2022-09-06 18:01:09,2022-09-06 18:01:09,,,,HPL Electric & Power Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 23-Sep-2022.,,,,06-Sep-2022 18:01:15,00:00:06,2022-09-07 18:01:09,76.75,74.85,-2.475570032573297
1826,TOKYOPLAST,Record Date,06092022174848,https://nsearchives.nseindia.com/corporate/TOKYOPLAST_06092022174848_IntimationofReorddateandBookClosure.pdf,Tokyo Plast International Limited,INE932C01012,2022-09-06 17:48:48,2022-09-06 17:48:48,,Plastic And Plastic Products,,Tokyo Plast International Limited has informed the Exchange that Record date for the purpose of AGM  is 23-Sep-2022 for AGM 30th September 2022 at 11 am,,,,06-Sep-2022 17:48:50,00:00:02,2022-09-07 17:48:48,102.0,101.85,-0.14705882352941735
1827,PODDARMENT,Record Date,06092022173444,https://nsearchives.nseindia.com/corporate/PODDARMENT_06092022173444_IntimationofRecordDate.pdf,Poddar Pigments Limited,INE371C01013,2022-09-06 17:34:44,2022-09-06 17:34:44,,,,Poddar Pigments Limited has informed the Exchange that Record date for the purpose of Dividend  is 22-Sep-2022.,,,,06-Sep-2022 17:34:48,00:00:04,2022-09-07 17:34:44,265.0,261.3,-1.3962264150943353
1828,RAILTEL,Record Date,06092022170154,https://nsearchives.nseindia.com/corporate/RAILTEL_06092022170154_SignedIntimationof22ndAGM.pdf,Railtel Corporation Of India Limited,INE0DD101019,2022-09-06 17:01:54,2022-09-06 17:01:54,,,,Railtel Corporation Of India Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,06-Sep-2022 17:02:11,00:00:17,2022-09-07 17:01:54,101.6,98.94,-2.618110236220469
1829,VALIANTORG,Record Date,06092022163100,https://nsearchives.nseindia.com/corporate/VALIANTORG_06092022163100_VALIANTORG_RECORDDATE.pdf,Valiant Organics Limited,INE565V01010,2022-09-06 16:31:00,2022-09-06 16:31:00,,,,Valiant Organics Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Sep-2022.,,,,06-Sep-2022 16:31:04,00:00:04,2022-09-07 16:31:00,642.7,628.33,-2.2358798817488723
1830,MARATHON,Record Date,06092022162945,https://nsearchives.nseindia.com/corporate/MARATHON_06092022162945_IntimationAGM.pdf,Marathon Nextgen Realty Limited,INE182D01012,2022-09-06 16:29:45,2022-09-06 16:29:45,,,,Marathon Nextgen Realty Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,06-Sep-2022 16:29:49,00:00:04,2022-09-07 16:29:45,250.65,250.65,0.0
1831,TECHNOE,Record Date,06092022161906,https://nsearchives.nseindia.com/corporate/TECHNOE_06092022161906_IntimationofRecorddate.pdf,Techno Electric & Engineering Company Limited,INE285K01026,2022-09-06 16:19:06,2022-09-06 16:19:06,,,,Techno Electric & Engineering Company Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Sep-2022.,,,,06-Sep-2022 16:19:14,00:00:08,2022-09-07 16:19:06,289.7,287.33,-0.8180876769071469
1832,MODIRUBBER,Record Date,06092022154857,https://nsearchives.nseindia.com/corporate/MODIRUBBER_06092022154857_record_date_21_22.pdf,Modi Rubber Limited,INE832A01018,2022-09-06 15:48:57,2022-09-06 15:48:57,,-,,Modi Rubber Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,06-Sep-2022 15:49:00,00:00:03,2022-09-07 15:48:57,58.6,60.9,3.924914675767913
1833,INSECTICID,Record Date,06092022153148,https://nsearchives.nseindia.com/corporate/INSECTICID_06092022153148_IntimationBookClosureDiv2022.pdf,Insecticides (India) Limited,INE070I01018,2022-09-06 15:31:48,2022-09-06 15:31:48,,Pesticides And Agrochemicals,,Insecticides (India) Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Sep-2022.,,,,06-Sep-2022 15:31:52,00:00:04,2022-09-07 15:31:48,649.33,643.56,-0.8886082577426109
1838,JINDWORLD,Record Date,05092022230506,https://nsearchives.nseindia.com/corporate/JINDWORLD_05092022230506_JWL_NoticeAGM_27092022_reg30_42_44.pdf,Jindal Worldwide Limited,INE247D01013,2022-09-05 23:05:06,2022-09-05 23:05:06,,Textile Products,,Jindal Worldwide Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Sep-2022.,,,,05-Sep-2022 23:05:14,00:00:08,2022-09-06 23:05:06,201.15,206.88,2.848620432513045
1839,GULPOLY,Record Date,05092022203057,https://nsearchives.nseindia.com/corporate/GULPOLY_05092022203057_recorddateintimation.pdf,Gulshan Polyols Limited,INE255D01016,2022-09-05 20:30:57,2022-09-05 20:30:57,,,,Gulshan Polyols Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 21-Sep-2022.,,,,05-Sep-2022 20:31:00,00:00:03,2022-09-06 20:30:57,223.33,220.36,-1.3298705950835081
1840,GUJAPOLLO,Record Date,05092022200245,https://nsearchives.nseindia.com/corporate/GUJAPOLLO_05092022200245_GAIlNoticeBookClosure202122.pdf,Gujarat Apollo Industries Limited,INE826C01016,2022-09-05 20:02:45,2022-09-05 20:02:45,,Engineering,,Gujarat Apollo Industries Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 21-Sep-2022.,,,,05-Sep-2022 20:02:54,00:00:09,2022-09-06 20:02:45,193.65,188.24,-2.79369997418022
1841,RIIL,Record Date,05092022200030,https://nsearchives.nseindia.com/corporate/RIIL_05092022200030_RIILSELETTERAGMRD.pdf,Reliance Industrial Infrastructure Limited,INE046A01015,2022-09-05 20:00:30,2022-09-05 20:00:30,,Engineering,,Reliance Industrial Infrastructure Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Sep-2022.,,,,05-Sep-2022 20:00:37,00:00:07,2022-09-06 20:00:30,1219.0,1186.84,-2.638228055783436
1842,OLECTRA,Record Date,05092022193936,https://nsearchives.nseindia.com/corporate/OLECTRA_05092022193936_SE_Intimation_BC_RD.pdf,Olectra Greentech Limited,INE260D01016,2022-09-05 19:39:36,2022-09-05 19:39:36,,,,Olectra Greentech Limited has informed the Exchange that Record date for the purpose of Final Dividend is 21-Sep-2022.,,,,05-Sep-2022 19:39:40,00:00:04,2022-09-06 19:39:36,650.65,638.17,-1.9180819180819209
1843,PRESTIGE,Record Date,05092022193927,https://nsearchives.nseindia.com/corporate/PRESTIGE_05092022193927_RecordDate.pdf,Prestige Estates Projects Limited,INE811K01011,2022-09-05 19:39:27,2022-09-05 19:39:27,,Construction,,Prestige Estates Projects Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Sep-2022.,,,,05-Sep-2022 19:39:31,00:00:04,2022-09-06 19:39:27,490.15,480.95,-1.8769764357849616
1844,AARTIIND,Record Date,05092022191036,https://nsearchives.nseindia.com/corporate/AARTIIND_05092022191036_AARTIIND_RD.pdf,Aarti Industries Limited,INE769A01020,2022-09-05 19:10:36,2022-09-05 19:10:36,,Chemicals - Speciality,,Aarti Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 19-Sep-2022.,,,,05-Sep-2022 19:10:42,00:00:06,2022-09-06 19:10:36,849.7,843.66,-0.7108391196893111
1845,SPLIL,Record Date,05092022185400,https://nsearchives.nseindia.com/corporate/SPLIL_05092022185400_BookClosureIntimation.pdf,SPL Industries Limited,INE978G01016,2022-09-05 18:54:00,2022-09-05 18:54:00,,Textile Products,,SPL Industries Limited has informed the Exchange that Record date for the purpose of the 31st Annual General Meeting  is 22-Sep-2022.,,,,05-Sep-2022 18:54:05,00:00:05,2022-09-06 18:54:00,64.5,64.1,-0.6201550387596987
1846,SMSLIFE,Record Date,05092022185318,https://nsearchives.nseindia.com/corporate/SMSLIFE_05092022185318_Intimation.pdf,SMS Lifesciences India Limited,INE320X01016,2022-09-05 18:53:18,2022-09-05 18:53:18,,,,SMS Lifesciences India Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,05-Sep-2022 18:53:20,00:00:02,2022-09-06 18:53:18,697.45,698.79,0.19212846799052521
1847,MAZDA,Record Date,05092022184406,https://nsearchives.nseindia.com/corporate/MAZDA_05092022184406_Intimationofbookclosurerecorddate202122.pdf,Mazda Limited,INE885E01034,2022-09-05 18:44:06,2022-09-05 18:44:06,,,,Mazda Limited has informed the Exchange that Record date for the purpose of Dividend  is 15-Sep-2022.,,,,05-Sep-2022 18:44:09,00:00:03,2022-09-06 18:44:06,605.0,573.09,-5.274380165289251
1848,HINDCOMPOS,Record Date,05092022183638,https://nsearchives.nseindia.com/corporate/HINDCOMPOS_05092022183638_REG42RECORDDATE.pdf,Hindustan Composites Limited,INE310C01011,2022-09-05 18:36:38,2022-09-05 18:36:38,,Auto Ancillaries,,Hindustan Composites Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 22-Sep-2022.,,,,05-Sep-2022 18:36:44,00:00:06,2022-09-06 18:36:38,319.0,305.34,-4.282131661442014
1849,DPWIRES,Record Date,05092022181648,https://nsearchives.nseindia.com/corporate/DPWIRES_05092022181648_RECORDDATE.pdf,D P Wires Limited,INE864X01013,2022-09-05 18:16:48,2022-09-05 18:16:48,,,,D P Wires Limited has informed the Exchange that Record date for the purpose of Dividend  is  22 September 2022,,,,05-Sep-2022 18:16:53,00:00:05,2022-09-06 18:16:48,398.75,382.06,-4.185579937304075
